駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
小牧口,"2,313","4,707","2,337",49.65,744,"2,997",963,"3,959","1,862",553,30,36,"459,909",187,20,389,11.05,9.33,11.8,17.36,14.18,9.73,11.97,9.78,4.8,50,36.11,"2,023"
間内,"1,727","3,733","1,870",50.09,595,"2,232",895,"2,045","1,441",391,27,13,"68,451",82,9,0,10.26,9.99,9.67,15.23,13.43,10.48,13.73,12.54,4.67,23.08,61.54,595
牛山,"2,081","2,549","1,339",52.53,529,"1,574",446,"2,444",886,210,24,11,"41,204",65,8,0,15.92,8.11,12.62,19.33,13.41,8.39,10.74,8.11,3.37,27.27,54.55,"1,614"
春日井,"2,439","2,940","1,453",49.42,458,"1,900",571,"3,114","1,130",271,24,13,"117,423",109,7,890,9.18,11.57,10.55,16.18,15.26,10.55,13.86,8.91,3.93,23.08,38.46,"1,193"
味美,"3,908","5,127","2,614",50.98,753,"3,305","1,039","4,703","2,116",649,31,43,"435,756",317,29,937,10.46,8.67,11.22,18.71,13.65,10.2,13.52,10.36,3.22,55.81,39.53,"2,112"
味鋺,"3,880","5,667","2,886",50.93,733,"3,430","1,466","3,799","2,385",809,34,32,"187,209",256,28,74,8.26,9.5,11.55,13.95,13.95,9.93,14.27,12.31,6.29,56.25,37.5,"1,761"
上飯田,"3,501","10,662","5,311",49.81,"1,178","6,735","2,597","7,362","5,368","2,544",47,56,"957,867",399,51,314,7.6,7.16,10.06,15.14,12.94,13.1,17.17,11.4,5.42,42.86,46.43,"3,416"
栄町,"39,217","2,684","1,258",46.87,141,"1,654",534,"77,931","1,811","1,260",70,768,"23,387,617","4,477",483,512,4.2,4.63,14.93,16.39,15.66,12.74,14.76,10.04,6.65,81.77,17.58,"76,880"
東大手,"3,503","3,639","1,953",53.67,333,"2,469",727,"19,212","1,694",900,53,49,"452,495",471,48,"1,758",6.49,6.44,13.72,17.49,15.51,12.82,13.3,9.81,4.42,53.06,40.82,"15,650"
清水,"2,212","7,024","3,373",48.02,790,"4,343","1,705","9,708","3,463","1,616",47,85,"588,901",587,57,"2,116",7.55,7.87,10.61,14.76,14.32,12.01,14.43,11.46,6.99,50.59,43.53,"5,131"
尼ケ坂,"3,166","7,443","3,603",48.41,827,"4,616","1,822","8,916","3,671","1,712",47,85,"399,640",611,63,"1,547",7.53,7.5,11.18,14.54,14.25,12.39,13.97,11.81,6.84,50.59,44.71,"4,897"
森下,"2,235","9,551","4,589",48.05,"1,059","6,376","1,930","9,013","4,654","2,101",45,137,"1,040,363",702,78,754,7.68,7.69,12.97,15.87,14.77,13.25,13.09,9.39,5.3,55.47,40.88,"5,490"
大曽根,"29,371","7,157","3,384",47.28,639,"4,939","1,365","12,910","3,866","2,081",54,112,"1,597,693",685,75,523,6.42,6.35,16.03,16.71,14.82,12.75,12.78,8.74,5.39,54.46,41.07,"10,440"
矢田,"1,062","5,206","2,555",49.08,506,"3,286","1,237","4,928","2,475","1,074",43,33,"460,005",255,18,504,6.21,8.33,11.61,13.98,13.92,12.93,15.33,10.66,7.02,45.45,45.45,"2,576"
守山自衛隊前,"2,298","6,283","3,293",52.41,665,"4,163","1,399","5,631","2,486",943,38,49,"377,942",250,27,657,6.94,8.48,16.46,14.19,13.24,11.09,13.31,9.84,6.45,46.94,44.9,"3,057"
瓢箪山,"1,021","7,941","4,056",51.08,967,"5,235","1,668","5,841","3,378","1,255",37,66,"521,246",293,32,549,8.27,8.6,13.63,15.6,14.33,11.42,13.02,9.44,5.7,48.48,45.45,"2,803"
小幡,"11,203","7,786","3,867",49.67,"1,174","5,239","1,310","5,752","3,452","1,315",38,39,"1,258,366",300,27,204,10.59,9.13,12.17,17.08,16.16,11.45,11.04,7.61,4.76,41.03,48.72,"2,872"
喜多山,"5,736","7,167","3,552",49.56,"1,083","4,736","1,293","4,114","3,060","1,027",34,30,"246,027",204,17,381,10.31,9.65,11.62,16.62,14.81,11.67,12.64,8.8,3.88,50,40,"1,251"
大森・金城学院前,"12,138","5,298","2,505",47.28,703,"3,455","1,087","7,935","2,305",812,35,38,"313,473",227,21,"4,376",8.4,10.31,11.78,14.58,14.84,12.18,13.87,9.66,4.38,55.26,36.84,"1,776"
印場,"4,518","4,660","2,309",49.55,798,"2,958",846,"2,653","1,857",500,27,29,"401,996",191,17,170,11.1,10.1,9.97,18.3,15.99,9.95,12.41,8.17,4,41.38,31.03,996
旭前,"4,840","5,019","2,468",49.17,922,"3,211",854,"3,752","1,937",439,23,26,"396,456",157,10,869,13.05,9.36,9.98,19.84,14.41,9.9,11.6,8.08,3.79,50,38.46,"1,262"
尾張旭,"7,623","3,266","1,587",48.59,464,"2,085",687,"5,250","1,312",333,25,43,"623,409",206,32,"1,953",9.36,10.11,10.07,15.76,14.03,11.4,14.62,9.49,5.16,44.19,48.84,"2,090"
三郷,"9,563","7,008","3,415",48.73,"1,023","4,660","1,275","5,570","2,783",731,26,81,"688,327",393,46,516,9.17,10.86,9.84,15.33,16.34,13.02,12.86,8.59,3.98,62.96,28.4,"2,869"
水野,"4,364","5,972","2,855",47.81,853,"3,740","1,332","4,617","2,376",616,26,47,"292,097",259,29,985,9.83,9.1,9.49,15.3,14.06,12.26,14.08,10.43,5.45,48.94,42.55,"1,651"
新瀬戸,"9,821","5,019","2,429",48.4,611,"3,292","1,076","4,532","2,107",657,31,75,"1,237,849",294,31,190,8.36,9.02,10.89,14.87,13.68,13.7,14.17,10.05,5.26,45.33,45.33,"2,632"
瀬戸市役所前,"2,272","4,439","2,126",47.89,516,"2,790","1,094","5,368","1,853",630,34,63,"838,009",301,24,275,8.21,8.14,11.55,14.05,13.44,11.87,13.94,11.98,6.82,42.86,49.21,"3,562"
尾張瀬戸,"9,090","4,074","1,967",48.28,493,"2,410","1,121","4,771","1,708",597,35,74,"789,969",342,28,917,7.63,9.52,9.29,13.12,13.27,11.3,15.75,12.22,7.9,56.76,37.84,"2,431"
赤池,"6,221","4,471","2,257",50.48,765,"3,010",638,"3,252","1,874",689,37,27,"277,826",164,15,0,12.76,9.11,13.66,21.26,14.93,8.59,9.31,6.03,4.35,44.44,37.04,"1,997"
日進,"9,584","6,178","3,053",49.42,"1,220","4,322",596,"4,247","2,298",484,21,29,"412,094",145,11,440,11.83,15.07,9.6,15.84,22.37,10.49,9.16,4.17,1.48,41.38,51.72,"1,845"
米野木,"4,362","1,541",964,62.56,176,"1,195",162,781,854,591,69,2,0,16,2,0,8.61,5.09,33.72,22.37,10.05,5.35,8.02,5.28,1.5,50,50,504
黒笹,"6,383","2,121","1,165",54.93,483,"1,435",169,865,920,399,43,8,"141,660",27,2,0,17.54,11.36,14.09,24.87,15.33,5.7,6.23,2.92,1.96,37.5,62.5,334
三好ケ丘,"8,591","2,224","1,208",54.32,481,"1,616",140,"1,963",914,310,34,7,"249,440",70,6,371,13.96,14.36,13.6,22.15,18.84,7.87,5.23,2.68,1.3,28.57,42.86,978
浄水,"9,143","2,872","1,569",54.63,517,"2,162",131,727,"1,511",856,57,1,"3,333",22,1,186,16.13,7.8,26.91,26.52,9.29,5.45,4.56,2.21,1.14,0,100,244
上豊田,"3,073","1,170",613,52.39,165,755,243,754,449,128,29,7,"48,939",39,6,16,8.75,9.78,12.01,16.12,14.15,10.63,18.01,6.86,3.69,14.29,42.86,393
梅坪,"5,121","4,298","2,278",53,714,"3,113",434,"3,735","1,922",809,42,31,"464,116",166,20,53,11.55,10.56,15.89,20.65,15.79,10.3,8.94,4.13,2.18,51.61,32.26,"2,537"
りんくう常滑,410,8,5,62.5,0,3,5,135,5,5,100,1,0,8,2,0,0,0,0,0,14.29,0,28.57,0,57.14,0,100,134
中部国際空港,"20,774",0,0,0,0,0,0,"2,472",0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,"2,472"
岡崎,"8,814","4,342","2,160",49.75,638,"2,893",785,"3,538","1,764",604,34,66,"408,998",261,21,0,10.17,9.36,12.69,16.95,15.61,11.19,10.91,8.5,4.63,46.97,43.94,"2,223"
六名,"1,170","4,221","2,124",50.32,658,"2,972",569,"2,690","1,703",552,32,23,"343,130",196,22,60,9.89,11.17,14.32,16.06,15.25,12.98,11.46,6.15,2.74,43.48,43.48,"1,477"
中岡崎,"3,065","3,118","1,510",48.43,346,"1,981",773,"2,653","1,283",460,36,32,"368,841",169,24,0,7.39,7.87,12.9,13.84,12.06,12.48,14.65,10.58,8.23,46.88,40.63,"1,571"
北岡崎,"3,352","4,392","2,262",51.5,713,"3,060",589,"5,410","1,821",650,36,66,"1,888,576",288,38,665,10.76,10.92,13.21,17.32,15.83,11.97,11.12,6.12,2.75,46.97,34.85,"3,532"
大門,"2,246","2,544","1,279",50.28,396,"1,774",362,"3,995",976,294,30,34,"954,676",248,12,0,10.66,10.26,13.73,17.68,14.29,12.31,11.6,6.2,3.28,41.18,35.29,"3,268"
北野桝塚,"1,710","2,746","1,502",54.7,453,"2,020",247,"1,270","1,097",380,35,5,"45,638",62,2,0,10.88,11.17,15.47,19.81,15.84,11.58,9.59,3.82,1.84,40,40,551
三河上郷,"1,713","2,063","1,108",53.71,302,"1,410",337,"2,344",799,270,34,33,"218,480",112,13,577,10.1,9.22,14.88,17.46,13.17,10.49,14.15,7.27,3.27,45.45,36.36,"1,182"
永覚,476,"1,105",598,54.12,180,745,175,"1,619",386,103,27,2,0,23,1,0,10.46,11.01,11.1,16.2,13.28,12.65,16.11,6.01,3.18,50,0,"1,320"
末野原,"2,164","2,737","1,519",55.5,390,"1,968",361,"1,998","1,148",451,39,11,"101,762",67,8,670,10.04,8.79,17.47,18.06,11.84,12.17,14.16,4.89,2.57,36.36,36.36,556
三河豊田,"10,733","3,136","1,659",52.9,380,"2,282",425,"4,383","1,599",905,57,29,"859,423",229,30,0,8.23,12.5,18.79,14.84,12.93,12.08,11.6,5.22,3.82,55.17,34.48,"3,570"
新上挙母,"1,260","2,954","1,620",54.84,471,"2,018",434,"2,242","1,243",487,39,21,"588,483",97,7,442,11.32,9.44,15.11,18.87,14.63,9.98,11.08,5.81,3.76,61.9,28.57,957
新豊田,"12,353","5,027","2,627",52.26,569,"3,430",832,"12,882","2,453","1,250",51,201,"2,143,016",791,66,5,7.73,8.78,15.7,17.5,15.53,11.41,11.21,7.73,4.41,79.1,17.41,"11,546"
四郷,"1,234",754,399,52.92,106,492,152,894,291,89,31,12,"131,294",45,4,0,8.54,10.95,12.02,14.15,14.42,11.62,15.22,8.81,4.27,33.33,41.67,672
保見,"1,225",761,450,59.13,65,536,133,762,390,241,62,6,"46,666",30,4,316,6.25,13.32,22.55,9.78,9.65,12.77,12.64,7.74,5.3,33.33,66.67,249
篠原,217,254,126,49.61,32,157,68,337,80,9,11,1,0,6,0,14,6.98,12.79,8.53,8.91,17.44,11.63,13.95,13.57,6.2,0,100,234
八草,"5,015",355,188,52.96,33,239,78,212,130,44,34,2,0,21,2,0,7.47,8.05,12.93,12.64,10.34,14.94,18.39,9.77,5.46,50,0,108
山口,"2,146","3,306","1,799",54.42,402,"2,199",651,"2,193","1,421",620,44,15,"186,609",95,13,208,8.83,10.15,17.02,15.69,10.34,10.37,13.6,8.09,5.91,26.67,73.33,924
瀬戸口,"3,539","4,934","2,460",49.86,740,"3,478",678,"2,535","1,916",503,26,34,"623,622",159,13,0,9.27,12.13,13.54,15.48,15.15,13.11,12.5,5.94,2.88,47.06,35.29,"1,205"
瀬戸市,"5,571","5,177","2,506",48.41,646,"3,399","1,091","4,524","2,153",655,30,74,"1,199,230",289,31,178,8.45,9.33,10.75,14.74,14.08,13.67,13.96,9.91,5.12,45.95,44.59,"2,588"
中水野,"3,275","1,396",664,47.56,223,888,282,842,480,73,15,6,"90,863",48,8,134,10.57,11,8.63,14.95,14.02,11.14,15.89,9.42,4.39,16.67,50,309
高蔵寺,"9,659","3,807","1,885",49.51,575,"2,547",653,"4,081","1,601",554,35,58,"454,266",230,20,346,10.14,10.08,12.07,16.78,14.8,12.33,12.04,7.65,4.1,53.45,39.66,"2,595"
近鉄名古屋,"102,687","2,739","1,406",51.33,134,"1,774",633,"78,740","1,719","1,166",68,458,"27,442,501","3,253",344,"3,241",3.62,7.09,17.13,15,12.05,11.46,15.55,10.87,7.24,63.54,34.28,"74,837"
米野,772,"5,671","2,840",50.08,710,"3,527","1,325","7,701","2,701","1,247",46,50,"231,277",337,27,"1,028",9.28,6.87,13.04,16.52,11.93,11.25,13.1,11.08,6.93,44,54,"4,563"
黄金,"2,151","6,580","3,351",50.93,606,"4,246","1,615","5,725","3,173","1,505",47,46,"364,172",347,35,282,5.88,7.75,12.99,14.3,13.61,12.71,14.75,11.63,6.4,50,41.3,"3,236"
烏森,"4,297","6,665","3,460",51.91,734,"4,403","1,432","5,934","3,198","1,484",46,62,"469,925",337,29,789,7.32,8.19,14.55,15.81,13.39,11.89,13.15,10.26,5.43,51.61,40.32,"3,087"
近鉄八田,"3,404","6,484","3,266",50.37,707,"4,372","1,263","5,140","3,114","1,565",50,32,"493,397",342,38,33,7.98,7.09,13.92,18.63,14.16,11.75,12.23,8.53,5.71,40.63,43.75,"3,228"
伏屋,"5,271","5,465","2,723",49.83,903,"3,785",745,"3,597","2,148",573,27,21,"308,420",130,11,933,11.23,11.12,13.16,17.82,15.46,11.58,10.53,6.48,2.63,38.1,47.62,889
戸田,"3,795","4,524","2,236",49.43,625,"2,777","1,087","2,554","1,725",453,26,11,"188,917",76,6,0,9.53,8.91,9.71,16.15,13.52,10.78,14.45,10.78,6.17,36.36,63.64,771
近鉄蟹江,"11,979","4,005","2,068",51.64,500,"2,700",755,"3,863","1,763",722,41,47,"279,562",198,20,"1,112",8.34,9.15,11.86,17.37,14.61,12.14,13.25,8.14,5.13,51.06,44.68,"1,497"
富吉,"5,524","3,868","1,867",48.27,544,"2,548",753,"2,576","1,608",472,29,26,"307,916",137,22,31,8.99,9.85,9.75,14.97,14.53,13.1,16.38,8.79,3.64,42.31,50,"1,230"
佐古木,"2,581","2,536","1,269",50.04,378,"1,598",517,"1,679",954,260,27,17,"262,115",106,9,0,10.02,9.74,10.02,17.2,14.43,10.34,15.68,8.98,3.57,35.29,47.06,821
近鉄弥富,"11,374","4,420","2,178",49.28,634,"2,856",874,"3,475","1,793",570,32,69,"510,991",292,24,150,9.76,9.56,12.26,16.59,13.34,11.57,13.29,9.4,4.22,53.62,40.58,"1,898"
枇杷島,453,"4,079","2,042",50.06,660,"2,685",709,"4,931","1,644",489,30,31,"424,890",145,17,651,11.91,8.56,11.81,20.42,12.55,10.8,11.81,8.24,3.9,45.16,45.16,"2,982"
尾張星の宮,332,"2,807","1,437",51.19,489,"1,919",379,"2,763","1,090",320,29,12,"74,930",136,14,667,13.06,8.72,13.63,21.34,13.09,10.08,11.94,5.24,2.91,33.33,25,"1,310"
小田井,335,"6,222","3,138",50.43,920,"4,290",927,"6,559","2,802","1,145",41,58,"1,141,673",371,37,"1,234",9.68,10.31,13.21,19.22,17.76,9.2,10.18,7.28,3.14,48.28,43.1,"3,687"
比良,198,"4,387","2,189",49.9,653,"2,761",945,"3,466","1,670",458,27,25,"312,366",203,11,328,9.2,11.24,10.14,14.57,15.17,10.62,14.85,9.5,4.7,40,40,"1,675"
味美,221,"5,808","2,949",50.77,840,"3,624","1,317","4,206","2,363",718,30,41,"515,610",282,22,359,9.13,10.03,9.31,16.31,14.65,10.03,15.24,11.56,3.72,48.78,43.9,"1,850"
勝川,449,"5,861","2,901",49.5,880,"4,013",923,"3,437","2,496",784,31,56,"446,102",244,21,0,11.09,8.27,11.91,20.15,15.33,11.16,11.43,7.08,3.58,51.79,39.29,"1,847"
上飯田,"4,810","12,225","6,048",49.47,"1,395","7,835","2,833","8,336","6,126","2,819",46,64,"1,275,603",441,59,431,7.89,7.33,10.25,15.53,13.02,13.19,17.01,10.97,4.81,43.75,48.44,"3,872"
平安通,"11,432","11,130","5,338",47.96,"1,134","7,501","2,340","10,792","5,530","2,509",45,92,"1,173,300",645,55,"1,162",7.18,7.12,14.19,15.95,13.58,13.15,13.4,10.11,5.33,47.83,43.48,"5,993"
名古屋,"28,300","3,143","1,613",51.32,160,"2,048",721,"73,019","1,944","1,316",68,440,"25,481,075","3,050",331,"3,551",3.69,7.88,17.34,14.74,11.81,11.16,15.56,10.68,7.13,63.18,34.55,"68,696"
ささしまライブ,"1,900","4,290","2,180",50.82,495,"2,698",997,"9,853","2,167","1,125",52,40,"196,476",385,27,"1,672",8.69,6.61,14.51,16.65,11.69,10.83,12.86,11,7.16,42.5,55,"6,654"
小本,"2,400","6,151","3,133",50.93,768,"4,130","1,178","5,254","2,761","1,134",41,36,"269,321",249,18,643,8.48,8.64,13.55,17.58,14.3,11.47,12.61,8.97,4.41,47.22,41.67,"2,683"
荒子,"3,900","6,523","3,300",50.59,883,"4,514","1,050","5,378","2,937","1,163",40,26,"403,054",325,30,164,9.53,8.41,12.31,20.47,15.18,11.52,11.66,7.62,3.31,38.46,42.31,"3,319"
南荒子,"2,500","5,914","2,985",50.47,852,"3,832","1,178","4,468","2,429",813,33,35,"489,422",311,25,444,9.57,9.67,11.24,17.43,14.7,10.51,13.36,9.01,4.5,34.29,48.57,"2,197"
中島,"5,100","7,019","3,512",50.04,865,"4,460","1,639","5,064","3,023","1,071",35,43,"516,807",304,37,397,7.74,8.98,10.48,15.3,13.07,11.92,16.92,10.9,4.7,37.21,44.19,"2,214"
名古屋競馬場前,"6,200","6,116","3,007",49.17,773,"3,855","1,488","5,256","2,490",802,32,49,"471,924",247,18,690,7.89,9.71,11.21,13.91,13.71,10.87,15.53,11.83,5.33,32.65,59.18,"2,268"
荒子川公園,"6,100","3,136","1,617",51.56,462,"2,047",627,"4,039","1,230",392,32,47,"1,289,681",206,19,107,9.06,10.43,12.88,15.72,14.13,11.22,12.82,9.09,4.66,76.6,21.28,"2,927"
稲永,"4,700","2,569","1,331",51.81,348,"1,704",517,"3,459","1,133",445,39,25,"941,430",161,18,357,9.92,7.47,15.88,17.04,12.14,10.43,12.22,9.69,5.21,44,48,"2,262"
野跡,"1,900","2,513","1,164",46.32,577,"1,354",584,"2,022","1,063",338,32,3,"34,031",14,1,23,16.46,9.86,10.74,16.02,9.98,8.79,10.97,12.17,5.01,0,100,736
金城ふ頭,"4,100",0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35
土橋,876,"6,555","2,918",44.52,700,"4,461","1,248","9,812","3,442","1,777",52,77,"768,104",404,27,"2,536",7.5,9.72,12.48,15.93,14.24,13.03,12.84,9.1,5.16,44.16,46.75,"5,054"
土居田,"1,999","7,536","3,548",47.08,"1,165","5,117","1,153","4,458","3,362","1,201",36,34,"444,332",182,8,0,10.49,9.95,11.93,17.1,15.05,13.45,10.87,7.1,4.05,41.18,32.35,"1,803"
余戸,"2,305","5,078","2,386",46.99,748,"3,228","1,073","4,979","2,121",627,30,35,"347,714",158,8,"1,710",9.5,10.4,10.61,14.51,14.06,12.87,12.5,9.27,6.28,45.71,42.86,"1,277"
鎌田,"1,056","4,525","2,118",46.81,707,"2,937",860,"3,005","1,818",473,26,27,"302,545",118,10,242,10.03,10.74,10.43,14.54,14.58,13.36,12.65,8.41,5.24,37.04,40.74,"1,160"
岡田,"1,072","1,645",793,48.21,247,980,418,"1,302",645,159,25,17,"144,959",74,6,194,9.72,9.48,8.02,13.55,13.24,13.37,14.7,11.97,5.95,35.29,41.18,447
古泉,"2,117",924,440,47.62,141,565,219,671,333,45,14,10,"60,175",34,3,0,9.96,8.87,8.66,12.45,12.45,14.29,17.86,10.17,5.3,40,40,308
松前,948,"4,336","2,004",46.22,575,"2,677","1,082","3,678","1,741",473,27,48,"309,549",174,9,495,8.72,9.12,10.04,12.92,12.21,13.96,14.22,11.59,7.22,39.58,54.17,"1,335"
地蔵町,511,"3,467","1,596",46.03,487,"2,128",845,"3,092","1,354",336,25,19,"60,629",92,5,838,8.93,10.17,9.88,12.92,12.63,13.18,14.97,10.72,6.59,42.11,47.37,692
新川,668,"2,771","1,281",46.23,403,"1,772",587,"1,739","1,083",266,25,13,"224,995",82,3,0,9.41,10.31,11.55,14.3,12.52,12.41,14.91,9.23,5.36,30.77,46.15,669
郡中,957,"3,622","1,609",44.42,533,"2,173",912,"3,995","1,491",458,31,87,"404,963",333,17,427,9.57,9.32,8.99,14.04,12.28,13.13,13.74,10.95,7.99,41.38,51.72,"2,059"
郡中港,"1,047","3,219","1,415",43.96,459,"1,900",854,"4,048","1,328",420,32,89,"533,269",339,20,493,9.25,9.18,9.43,13.51,11.46,13.14,13.85,11.18,9,47.19,47.19,"2,296"
高浜,"1,273","1,057",485,45.88,82,565,405,882,478,162,34,9,"15,323",43,2,0,4.76,6.67,8.38,8.19,10.38,12.57,20.29,16.76,12,33.33,55.56,238
梅津寺,271,763,349,45.74,61,417,283,935,289,64,22,2,"4,789",17,4,460,4.73,7.23,6.7,8.94,10.64,14.45,18,15.51,13.8,50,50,143
港山,320,"2,416","1,094",45.28,275,"1,387",744,"1,871","1,026",306,30,26,"139,344",122,11,69,6.77,8.85,7.64,12.59,11.09,13.38,16.45,14.42,8.81,53.85,42.31,752
三津,"2,047","5,443","2,470",45.38,588,"3,305","1,514","4,499","2,351",769,33,87,"496,268",280,20,470,6.29,9.88,8.38,11.39,12.69,14.57,16.05,11.63,9.12,51.72,44.83,"1,676"
山西,"2,422","4,876","2,211",45.34,579,"3,105","1,176","5,439","1,922",501,26,36,"357,787",201,24,"1,363",7.51,10.55,9.38,12.58,12.48,14.35,15.34,9.77,8.04,33.33,55.56,"2,205"
西衣山,"1,176","2,878","1,427",49.58,512,"1,777",569,"2,084","1,130",329,29,10,"51,491",65,5,689,8.08,16.2,8.78,12.91,12.39,13.37,14.1,8.64,5.53,40,50,421
衣山,"2,021","4,005","1,870",46.69,519,"2,576",854,"4,501","1,824",733,40,34,"980,961",206,25,314,8.71,9.12,12.06,15.43,12.89,13.07,12.69,8.26,7.78,47.06,29.41,"2,819"
古町,"4,598","8,041","3,745",46.57,797,"5,461","1,522","10,290","4,587","2,813",61,101,"2,512,277",550,38,"1,340",6.79,9.84,15.55,14.02,14.55,12.74,12.26,8.71,5.54,49.5,39.6,"6,527"
大手町,"2,626","4,734","2,067",43.66,379,"3,201",966,"13,407","2,796","1,704",61,126,"2,025,776",782,72,649,5.54,8.12,13.57,14.6,14.25,15.15,13.24,9.13,6.4,54.76,37.3,"11,305"
松山市,"18,461","4,948","2,126",42.97,380,"3,201","1,192","22,162","2,753","1,593",58,291,"5,568,248","1,169",91,"4,704",5.2,9.43,12.87,13.64,12.09,13.41,14.06,10.79,8.51,70.1,28.18,"15,764"
石手川公園,408,"6,300","2,756",43.75,450,"3,853","1,797","9,018","3,529","2,011",57,172,"2,577,612",551,46,"1,240",4.96,6.39,13.44,12.9,11.26,13.6,15.17,12.99,9.29,69.77,27.33,"5,074"
いよ立花,"2,052","7,819","3,553",45.44,650,"4,940","2,020","5,312","4,240","2,308",54,61,"762,094",266,17,7,5.78,6.62,14.57,13.82,12.14,12.93,14.28,11.81,8.03,50.82,39.34,"2,094"
福音寺,"1,592","4,489","2,072",46.16,661,"2,952",810,"3,865","2,001",779,39,22,"360,112",131,3,787,9.67,10.15,12.11,15.53,15.05,11.84,12.77,7.89,4.99,13.64,40.91,"1,627"
北久米,"1,194","4,862","2,290",47.1,680,"3,217",924,"3,525","2,148",747,35,29,"705,244",141,16,684,9.04,10.37,10.04,15.31,14,14.06,13.48,8.55,5.14,20.69,44.83,"1,058"
久米,"2,664","5,453","2,524",46.29,786,"3,656",967,"3,174","2,413",869,36,32,"481,235",168,16,6,9.17,10.67,10.3,14.99,14.77,14.9,12.4,7.91,4.9,34.38,46.88,"1,211"
鷹ノ子,"1,073","2,790","1,248",44.73,416,"1,754",604,"2,412","1,096",299,27,23,"605,036",121,9,31,10.09,10.27,10.12,13.98,13.83,13.29,11.56,8.65,8.21,30.43,39.13,"1,346"
平井,992,"2,627","1,229",46.78,334,"1,565",723,"1,674","1,021",245,24,26,"267,694",80,6,173,7.71,10.49,9.08,11.6,13.47,12.21,14.69,13.2,7.55,50,30.77,420
梅本,"1,612","3,842","1,763",45.89,584,"2,397",839,"2,026","1,502",347,23,12,"78,912",50,5,201,9.95,10.39,9.19,13.74,13.32,14.03,13.5,10.1,5.78,33.33,58.33,349
牛渕団地前,917,"3,352","1,506",44.93,445,"2,140",745,"2,029","1,474",509,35,16,"59,217",73,6,15,9.19,8.26,13.18,14.02,10.75,13.6,15.2,9.7,6.1,37.5,50,698
牛渕,185,"1,069",496,46.4,154,635,279,"1,170",409,88,22,7,"8,150",36,4,542,9.62,8.5,10.18,14.01,9.43,13.35,15.31,11.11,8.5,28.57,57.14,223
田窪,764,"2,603","1,230",47.25,418,"1,585",594,"1,547",992,207,21,12,"54,996",64,5,166,12.01,7.97,9.93,15.17,10.05,12.78,15.78,10.24,6.08,33.33,58.33,468
見奈良,778,"2,165","1,169",54,306,"1,378",475,"2,933",706,186,26,17,"107,120",87,6,823,8.77,9.69,11.97,15.07,11.13,13.96,13.08,9.28,7.05,52.94,29.41,928
愛大医学部南口,"1,178","1,927","1,049",54.44,223,"1,418",274,"4,231",692,301,44,10,"27,488",44,3,"1,721",7.27,10.61,17.04,16.68,14.11,14.01,10.4,6.27,3.61,40,40,"1,394"
横河原,"1,225","2,607","1,241",47.6,365,"1,748",465,"2,739","1,237",594,48,34,"157,040",107,6,471,8.85,11.76,17,13.28,12.89,12.27,9.74,8.31,5.9,47.06,44.12,"1,401"
松山市駅前,"7,000","4,662","1,992",42.73,349,"2,977","1,161","24,792","2,603","1,511",58,323,"6,493,074","1,285",100,"4,769",5.1,8.87,12.68,13.39,11.97,13.61,14.26,11.07,9.05,72.45,25.7,"18,393"
本町５丁目,70,"9,980","4,815",48.25,820,"6,948","1,828","9,754","6,123","4,130",67,113,"1,207,857",541,50,"2,174",5.52,11.67,21.07,12.31,12.55,11.59,11.36,8.5,5.44,41.59,47.79,"4,502"
本町４丁目,70,"9,008","4,334",48.11,746,"6,280","1,628","8,409","5,697","3,927",69,113,"1,091,910",540,42,"1,275",5.64,10.93,21.05,13.19,12.9,11.19,11.3,8.25,5.55,42.48,49.56,"4,616"
本町３丁目,70,"6,971","3,279",47.04,588,"4,858","1,253","8,418","4,416","3,027",69,107,"1,401,562",562,39,575,5.76,9.67,19.22,14.68,13.83,11.67,11.41,7.86,5.91,46.73,47.66,"5,988"
川之江,"1,230","2,788","1,354",48.57,342,"1,638",762,"3,885","1,173",359,31,64,"266,262",201,15,"1,677",7.11,9.19,8.71,12.36,11.45,13.16,17.43,12.54,8.06,50,42.19,"1,146"
伊予三島,"1,818","3,211","1,510",47.03,363,"1,846",964,"5,027","1,429",534,37,94,"442,505",418,32,706,7.34,7.88,8.35,12.45,11.44,13.33,15.6,13.84,9.77,57.45,38.3,"3,032"
伊予寒川,224,758,365,48.15,112,478,168,844,276,55,20,7,"21,920",44,3,153,9.63,10.03,8.05,13.59,13.32,14.91,13.98,8.97,7.52,42.86,42.86,401
赤星,246,"1,179",549,46.56,219,743,214,901,418,78,19,4,411,29,0,209,10.88,13.27,8.59,15.9,13.95,12.84,10.8,6.89,6.89,25,75,304
